UUID_FORM,CAREER,TIME_OF_ARRIVAL,TIME_OF_DEPARTURE,SEX,SMOKER,ELOQUENCE_LEVEL,IMPORTANCE_SMOKER,IMPORTANCE_ELOQUENCE,IMPORTANCE_MUSIC,IMPORTANCE_SEX,TRANSPORT,MUSIC,CARPOOL,CARPOOL_CAR,CARPOOL_NO_CAR
540,Administración de Empresas,18:50:00,22:00:00,Mujer,No,Introvertido,5,4,1,10,Car,NO_PREF,Si,Si,
541,Análisis de Sistema,19:00:00,21:00:00,Hombre,Si,Extrovertido,1,1,1,1,No Car,NO_PREF,Si,,Si
543,Economía,18:00:00,22:00:00,Hombre,Si,Medio,3,4,7,1,Car,"TECHNO, RAP, REGGAETON, TRAP",Si,Si,
544,Fonoaudiología,7:30:00,18:00:00,Mujer,No,Medio,6,10,7,1,Car,"POP, ELECTRONIC, REGGAETON, TRAP, FUNK",Si,Si,
545,Ciencias Contables,19:00:00,22:00:00,Hombre,No,Medio,9,3,3,3,Car,NO_PREF,Si,Si,
546,Ciencias Contables,19:00:00,22:15:00,Mujer,No,Extrovertido,5,1,1,1,Car,"NO_PREF, POP, REGGAETON",Si,Si,
547,Medicina,8:00:00,18:30:00,Mujer,No,Medio,1,1,5,1,No Car,REGGAE,Si,,Si
549,Ingeniería Informática,13:00:00,18:00:00,Hombre,No,Medio,3,3,8,1,No Car,"POP, ROCK, SILENCE",Si,,Si
550,Ingeniería Informática,14:00:00,19:00:00,Hombre,No,Medio,10,3,10,9,No Car,"ROCK, METAL",Si,,Si
552,Economía,18:30:00,22:10:00,Hombre,No,Extrovertido,4,1,1,1,No Car,SILENCE,Si,,Si
553,Marketing,18:30:00,22:00:00,Hombre,No,Extrovertido,1,8,1,1,Car,REGGAETON,Si,Si,
554,Administración de Empresas,19:00:00,21:50:00,Mujer,No,Extrovertido,1,10,7,10,Car,"NO_PREF, POP, REGGAE",Si,Si,
555,Ciencias Contables,18:30:00,22:20:00,Mujer,No,Medio,6,4,3,2,Car,NO_PREF,Si,Si,
556,Comercio Internacional,19:15:00,21:50:00,Mujer,No,Medio,1,6,7,1,Car,"POP, ELECTRONIC, CUMBIA, REGGAETON, TRAP",Si,Si,
557,Marketing,18:50:00,21:00:00,Mujer,No,Extrovertido,7,3,3,4,Car,NO_PREF,Si,Si,
558,Administración de Empresas,18:30:00,22:00:00,Mujer,No,Medio,1,5,1,1,Car,"POP, ELECTRONIC, RAP, CUMBIA, REGGAETON, TRAP, FUNK, SILENCE",No,No,
559,Marketing,19:00:00,22:00:00,Mujer,No,Medio,4,9,8,1,Car,"NO_PREF, POP, ROCK, RAP, REGGAETON",Si,Si,
560,Ciencias Contables,19:00:00,22:15:00,Mujer,No,Extrovertido,9,10,6,2,Car,"POP, REGGAETON, FUNK",Si,Si,
561,Administración de Empresas,18:30:00,22:00:00,Mujer,No,Medio,1,1,10,1,Car,"REGGAETON, TRAP",No,No,
562,Comercio Internacional,18:30:00,22:00:00,Mujer,No,Extrovertido,1,5,1,1,Car,NO_PREF,Si,Si,
563,Comercio Internacional,18:30:00,22:00:00,Mujer,No,Extrovertido,7,6,1,1,Car,NO_PREF,Si,Si,
565,Medicina,7:00:00,17:00:00,Hombre,No,Extrovertido,6,1,1,1,No Car,"ROCK, REGGAETON, FUNK",Si,,Si
566,Fonoaudiología,7:30:00,11:00:00,Mujer,No,Medio,4,1,1,1,Car,NO_PREF,Si,Si,
567,Marketing,19:00:00,22:00:00,Hombre,Si,Extrovertido,3,3,6,1,No Car,"TECHNO, RAP, REGGAE, TRAP",Si,,Si
568,Comercio Internacional,18:30:00,22:00:00,Mujer,No,Medio,10,5,3,4,Car,NO_PREF,No,No,
569,Medicina,7:30:00,16:30:00,Mujer,No,Medio,9,6,3,5,Car,"NO_PREF, ROCK",Si,Si,
570,Medicina,7:30:00,15:00:00,Mujer,No,Medio,5,1,1,1,Car,NO_PREF,Si,Si,
571,Medicina,7:30:00,13:30:00,Mujer,No,Extrovertido,10,5,1,1,No Car,NO_PREF,Si,,Si
572,Medicina,7:15:00,16:15:00,Mujer,No,Medio,1,3,1,5,Car,NO_PREF,Si,Si,
573,Economía,18:30:00,22:00:00,Hombre,No,Extrovertido,7,7,1,1,Car,NO_PREF,Si,Si,
574,Ciencias Contables,19:00:00,22:00:00,Mujer,No,Medio,5,1,4,1,Car,ROCK,Si,Si,
575,Medicina,7:00:00,13:00:00,Mujer,No,Medio,10,5,5,1,Car,POP,Si,Si,
576,Ciencias Contables,18:30:00,22:00:00,Hombre,Si,Extrovertido,2,8,6,1,Car,NO_PREF,Si,Si,
577,Comercio Internacional,18:35:00,22:15:00,Mujer,No,Extrovertido,6,3,1,1,No Car,NO_PREF,Si,,Si
578,Medicina,7:30:00,13:00:00,Mujer,No,Introvertido,7,1,1,6,No Car,SILENCE,Si,,Si
580,Medicina,7:30:00,20:00:00,Mujer,No,Medio,10,1,5,1,Car,NO_PREF,Si,Si,
581,Medicina,22:00:00,22:30:00,Hombre,Si,Introvertido,10,10,10,8,Car,TRAP,No,No,
582,Medicina,7:30:00,13:00:00,Mujer,No,Medio,3,1,1,1,Car,"POP, ROCK, METAL, RAP",Si,Si,
584,Administración de Empresas,19:00:00,22:00:00,Mujer,No,Medio,1,6,1,2,Car,REGGAETON,Si,Si,
586,Medicina,8:00:00,17:00:00,Mujer,No,Medio,1,1,1,4,No Car,"NO_PREF, SILENCE",Si,,Si
587,Ingeniería Industrial,9:00:00,18:00:00,Hombre,No,Extrovertido,7,1,1,1,No Car,"NO_PREF, SILENCE",Si,,Si
588,Medicina,7:30:00,12:30:00,Mujer,Si,Extrovertido,1,1,1,7,No Car,NO_PREF,Si,,Si
589,Ingeniería Industrial,7:30:00,17:00:00,Mujer,No,Medio,4,4,5,1,Car,NO_PREF,Si,Si,
591,Medicina,7:30:00,12:30:00,Hombre,Si,Extrovertido,1,1,1,1,No Car,NO_PREF,Si,Si,
592,Comercio Internacional,18:30:00,22:00:00,Mujer,No,Medio,5,1,1,1,Car,NO_PREF,Si,Si,
593,Ciencias Contables,19:00:00,22:00:00,Hombre,No,Extrovertido,1,1,4,2,Car,"TECHNO, ELECTRONIC, REGGAETON, TRAP",Si,Si,
595,Ciencias Contables,18:00:00,21:00:00,Mujer,No,Introvertido,1,2,2,1,Car,"CUMBIA, REGGAETON",Si,Si,
599,Ingeniería Electrónica,7:30:00,12:00:00,Hombre,Si,Medio,1,1,1,1,Car,NO_PREF,Si,Si,
601,Marketing,19:00:00,22:10:00,Mujer,No,Medio,10,10,5,9,Car,"POP, REGGAETON, SILENCE",Si,Si,
602,Marketing,19:00:00,22:00:00,Hombre,No,Medio,1,4,3,1,No Car,"POP, ELECTRONIC, ROCK",Si,,Si
603,Comercio Internacional,19:00:00,22:00:00,Hombre,Si,Medio,1,7,5,1,Car,"POP, ROCK, METAL, RAP, REGGAE, TRAP",Si,Si,
604,Economía,8:00:00,12:00:00,Mujer,No,Medio,6,1,1,1,Car,NO_PREF,Si,Si,
605,Economía,18:40:00,22:00:00,Mujer,No,Medio,1,3,1,1,No Car,"POP, TECHNO, ELECTRONIC, ROCK, REGGAE, CUMBIA, REGGAETON",Si,,Si
606,Comercio Internacional,19:30:00,23:00:00,Mujer,No,Extrovertido,2,10,2,1,Car,NO_PREF,Si,Si,
607,Administración de Empresas,18:30:00,22:30:00,Hombre,Si,Medio,1,5,1,1,Car,NO_PREF,Si,Si,
608,Economía,18:30:00,21:30:00,Mujer,Si,Medio,1,5,1,1,Car,NO_PREF,Si,Si,
609,Ciencias Contables,18:00:00,22:30:00,Hombre,No,Extrovertido,1,1,1,1,No Car,NO_PREF,Si,,Si
610,Economía,18:30:00,22:00:00,Hombre,No,Extrovertido,1,8,1,1,Car,"POP, TECHNO, ELECTRONIC, ROCK, RAP, REGGAETON, TRAP",No,No,
611,Economía,19:00:00,22:00:00,Hombre,No,Medio,3,3,1,1,Car,"NO_PREF, POP, TECHNO, ELECTRONIC, ROCK, METAL, RAP, REGGAE",Si,Si,
612,Medicina,7:30:00,13:00:00,Hombre,No,Extrovertido,10,1,1,1,Car,"ROCK, METAL",Si,Si,
614,Economía,18:30:00,22:00:00,Mujer,No,Medio,10,4,4,7,Car,NO_PREF,Si,Si,
615,Medicina,7:00:00,14:00:00,Hombre,No,Extrovertido,1,4,4,1,Car,NO_PREF,Si,Si,
616,Comercio Internacional,19:00:00,22:00:00,Mujer,No,Extrovertido,1,1,5,1,Car,"RAP, REGGAETON, TRAP, FUNK",Si,Si,
617,Economía,18:30:00,22:00:00,Mujer,No,Medio,10,1,1,1,Car,POP,Si,Si,
618,Marketing,18:30:00,22:00:00,Hombre,Si,Extrovertido,1,1,1,1,No Car,NO_PREF,Si,,Si
620,Diseño Industrial,18:15:00,22:15:00,Mujer,No,Medio,1,2,1,1,Car,"NO_PREF, REGGAETON",Si,Si,
621,Economía,18:20:00,22:00:00,Mujer,No,Medio,3,3,3,1,Car,NO_PREF,Si,Si,
622,Ingeniería Civil,7:30:00,18:00:00,Mujer,No,Medio,5,5,5,1,No Car,NO_PREF,Si,,Si
623,Medicina,7:00:00,17:30:00,Mujer,No,Introvertido,8,6,7,7,No Car,"POP, SILENCE",No,,No
624,Medicina,7:00:00,16:00:00,Hombre,No,Extrovertido,10,7,10,10,Car,NO_PREF,Si,Si,
625,Ingeniería Electrónica,9:00:00,17:00:00,Hombre,No,Extrovertido,7,3,2,1,Car,NO_PREF,Si,Si,
627,Ingeniería Electrónica,7:30:00,17:00:00,Hombre,No,Extrovertido,1,1,1,1,Car,"NO_PREF, POP, TECHNO, ELECTRONIC, ROCK, METAL, RAP, REGGAE, CUMBIA, REGGAETON, TRAP, FUNK, SILENCE",No,No,
629,Ciencias Contables,19:00:00,22:00:00,Hombre,No,Extrovertido,10,3,1,1,Car,ROCK,Si,Si,
630,Economía,18:30:00,22:00:00,Hombre,No,Extrovertido,1,1,1,1,Car,"POP, ROCK, REGGAETON",Si,Si,
631,Marketing,18:50:00,22:00:00,Mujer,No,Extrovertido,1,1,1,1,No Car,NO_PREF,Si,,Si
632,Administración de Empresas,18:00:00,22:00:00,Hombre,No,Extrovertido,1,1,1,1,Car,NO_PREF,Si,Si,
633,Economía,18:15:00,22:00:00,Mujer,No,Extrovertido,7,1,1,1,Car,"POP, ELECTRONIC, REGGAETON, FUNK",Si,Si,
634,Comercio Internacional,18:30:00,22:00:00,Hombre,No,Medio,4,1,1,1,No Car,"TECHNO, ELECTRONIC, ROCK",Si,,Si
635,Marketing,19:00:00,22:00:00,Mujer,No,Medio,8,2,2,5,Car,NO_PREF,No,No,
636,Administración de Empresas,19:00:00,22:00:00,Hombre,No,Extrovertido,10,4,4,1,No Car,"POP, TECHNO, ELECTRONIC, REGGAETON",Si,Si,
637,Administración de Empresas,18:40:00,22:00:00,Mujer,No,Medio,5,10,2,1,No Car,NO_PREF,Si,,Si
638,Comercio Internacional,18:30:00,21:30:00,Hombre,Si,Extrovertido,1,4,1,1,Car,NO_PREF,Si,Si,
639,Economía,18:30:00,22:00:00,Mujer,No,Medio,5,1,1,1,Car,"NO_PREF, POP, ROCK",Si,Si,
640,Marketing,18:45:00,22:30:00,Mujer,No,Extrovertido,10,10,1,1,Car,"POP, REGGAETON, TRAP",Si,Si,
643,Comercio Internacional,18:30:00,21:45:00,Mujer,Si,Medio,1,4,6,1,Car,"POP, RAP, REGGAETON",Si,Si,
644,Marketing,19:00:00,22:00:00,Mujer,No,Extrovertido,3,1,1,1,Car,NO_PREF,No,No,
645,Economía,18:30:00,22:00:00,Hombre,No,Extrovertido,1,8,1,1,Car,POP,Si,Si,
646,Economía,18:15:00,22:00:00,Mujer,No,Medio,7,5,1,1,Car,NO_PREF,No,No,
647,Ingeniería Industrial,14:30:00,20:00:00,Mujer,No,Extrovertido,3,3,4,3,Car,REGGAETON,Si,Si,
650,Economía,18:30:00,22:00:00,Hombre,No,Extrovertido,1,1,1,1,Car,"POP, ROCK, REGGAE, REGGAETON",Si,Si,
653,Diseño Gráfico,18:00:00,20:00:00,Mujer,Si,Medio,4,7,1,1,Car,NO_PREF,Si,Si,
655,Ingeniería Civil,14:00:00,19:00:00,Mujer,No,Medio,8,1,1,1,Car,NO_PREF,Si,Si,
657,Comercio Internacional,19:00:00,22:00:00,Mujer,No,Medio,5,5,6,3,Car,NO_PREF,Si,Si,
658,Ciencias Contables,19:00:00,21:30:00,Mujer,No,Medio,10,1,1,1,Car,NO_PREF,No,No,
659,Medicina,8:00:00,17:00:00,Mujer,No,Medio,9,6,2,2,Car,NO_PREF,Si,Si,
660,Ciencias Contables,19:00:00,22:00:00,Mujer,No,Medio,1,1,1,1,Car,NO_PREF,Si,Si,
661,Fonoaudiología,7:00:00,16:00:00,Mujer,No,Extrovertido,5,5,5,5,No Car,NO_PREF,Si,,Si
662,Medicina,7:30:00,12:30:00,Mujer,No,Extrovertido,10,6,5,1,No Car,"POP, REGGAE, REGGAETON, SILENCE",Si,Si,
663,Economía,18:30:00,22:00:00,Mujer,No,Medio,3,3,3,3,No Car,NO_PREF,Si,,Si
664,Administración de Empresas,19:00:00,22:00:00,Hombre,No,Extrovertido,6,4,4,4,Car,NO_PREF,Si,Si,
665,Diseño Industrial,18:15:00,22:00:00,Mujer,No,Extrovertido,8,4,3,5,Car,NO_PREF,Si,Si,
667,Economía,18:30:00,22:30:00,Mujer,No,Medio,10,1,5,2,No Car,ROCK,Si,,Si
669,Economía,18:30:00,22:15:00,Hombre,No,Extrovertido,8,5,4,2,Car,"NO_PREF, POP, TECHNO, ELECTRONIC, REGGAE, CUMBIA, REGGAETON, TRAP, FUNK, SILENCE",Si,Si,
670,Administración de Empresas,19:00:00,22:00:00,Mujer,No,Medio,5,5,5,5,No Car,NO_PREF,Si,,Si
671,Medicina,7:30:00,12:30:00,Mujer,No,Medio,7,6,8,6,No Car,"NO_PREF, POP, REGGAE, CUMBIA, REGGAETON",Si,,Si
673,Análisis de Sistema,18:20:00,22:00:00,Mujer,No,Medio,1,2,1,1,No Car,SILENCE,Si,,Si
674,Medicina,7:30:00,16:00:00,Mujer,No,Medio,10,4,1,3,Car,NO_PREF,Si,Si,
676,Arquitectura,13:00:00,14:00:00,Hombre,No,Introvertido,1,1,1,1,No Car,NO_PREF,Si,,Si
677,Economía,18:30:00,21:00:00,Mujer,No,Extrovertido,3,3,3,1,No Car,"NO_PREF, POP, ELECTRONIC, REGGAETON, FUNK",Si,,Si
678,Fonoaudiología,7:30:00,12:00:00,Mujer,No,Medio,10,6,5,6,No Car,NO_PREF,Si,,Si
680,Medicina,7:30:00,17:00:00,Hombre,No,Medio,9,7,1,1,Car,NO_PREF,No,No,
681,Medicina,6:30:00,19:30:00,Mujer,No,Extrovertido,10,7,7,7,Car,NO_PREF,Si,Si,
682,Comercio Internacional,19:00:00,22:00:00,Hombre,No,Extrovertido,1,1,1,1,Car,NO_PREF,Si,Si,
684,Medicina,8:00:00,15:00:00,Mujer,Si,Medio,4,5,2,3,Car,"NO_PREF, POP, ROCK, REGGAETON",Si,Si,
685,Ingeniería Informática,13:30:00,17:30:00,Hombre,No,Medio,5,1,1,1,No Car,NO_PREF,Si,,Si
686,Ingeniería Informática,13:00:00,19:00:00,Mujer,No,Medio,7,1,3,1,Car,"NO_PREF, ROCK",Si,Si,
687,Diseño Industrial,18:30:00,21:00:00,Hombre,No,Medio,10,3,10,1,No Car,"POP, ROCK",Si,,Si
688,Ingeniería Electrónica,9:10:00,16:00:00,Hombre,Si,Extrovertido,5,10,10,1,Car,"TECHNO, ELECTRONIC, ROCK, RAP",Si,Si,
690,Medicina,7:30:00,18:30:00,Mujer,No,Medio,7,4,1,1,No Car,NO_PREF,Si,,Si
691,Medicina,8:30:00,19:50:00,Hombre,No,Extrovertido,5,3,1,1,Car,NO_PREF,Si,Si,
692,Economía,18:30:00,22:00:00,Hombre,No,Extrovertido,4,1,9,1,Car,"POP, ELECTRONIC, ROCK, METAL, RAP, TRAP",Si,Si,
694,Medicina,7:30:00,17:00:00,Mujer,No,Medio,8,1,1,1,Car,NO_PREF,Si,Si,
695,Medicina,7:30:00,17:00:00,Hombre,No,Medio,1,1,1,1,Car,"NO_PREF, POP, TECHNO, ELECTRONIC, ROCK, METAL, TRAP",Si,Si,
696,Medicina,7:00:00,13:00:00,Hombre,No,Introvertido,5,1,1,1,Car,NO_PREF,Si,Si,
697,Medicina,7:20:00,12:00:00,Mujer,No,Extrovertido,9,4,6,6,Car,NO_PREF,Si,Si,
699,Ingeniería Informática,7:30:00,17:00:00,Hombre,Si,Medio,1,1,1,1,Car,NO_PREF,Si,Si,
700,Fonoaudiología,8:00:00,12:00:00,Mujer,No,Extrovertido,1,1,1,1,Car,POP,Si,Si,
701,Arquitectura,13:30:00,17:00:00,Hombre,No,Introvertido,3,3,8,3,Car,NO_PREF,Si,Si,
702,Medicina,7:30:00,17:00:00,Mujer,No,Medio,4,5,8,10,No Car,NO_PREF,No,,No
703,Medicina,7:30:00,12:00:00,Mujer,No,Medio,7,1,1,1,Car,POP,Si,Si,
704,Economía,18:30:00,21:30:00,Mujer,No,Medio,7,7,1,1,Car,"POP, ROCK, SILENCE",Si,Si,
705,Economía,18:30:00,22:15:00,Hombre,No,Extrovertido,1,8,2,1,No Car,"REGGAETON, TRAP, FUNK",Si,,Si
706,Medicina,7:30:00,13:00:00,Mujer,No,Introvertido,1,4,1,1,Car,NO_PREF,Si,Si,
707,Ingeniería Ambiental,7:30:00,16:00:00,Mujer,No,Extrovertido,9,1,1,4,Car,NO_PREF,Si,Si,
708,Ingeniería Ambiental,8:20:00,12:00:00,Mujer,No,Medio,9,1,1,1,No Car,"POP, ELECTRONIC",Si,,Si
709,Medicina,13:00:00,18:20:00,Mujer,No,Extrovertido,1,1,1,1,Car,NO_PREF,Si,Si,
710,Ingeniería Civil,10:00:00,19:30:00,Mujer,No,Medio,6,1,1,6,Car,NO_PREF,Si,Si,
713,Ingeniería Informática,9:00:00,14:00:00,Hombre,No,Medio,10,5,4,1,Car,"POP, TECHNO, ELECTRONIC, ROCK, METAL, REGGAE",Si,Si,
714,Comercio Internacional,19:00:00,22:00:00,Mujer,No,Medio,7,3,9,3,Car,ROCK,Si,Si,
715,Medicina,7:30:00,15:00:00,Mujer,No,Medio,10,1,1,1,Car,NO_PREF,Si,Si,
716,Economía,18:30:00,22:00:00,Mujer,No,Extrovertido,4,1,4,1,Car,"POP, ELECTRONIC, ROCK",Si,Si,
717,Medicina,13:00:00,17:30:00,Mujer,No,Medio,10,1,1,1,No Car,NO_PREF,Si,,Si
719,Medicina,8:00:00,15:00:00,Mujer,No,Medio,9,3,3,3,Car,NO_PREF,Si,Si,
720,Medicina,7:30:00,16:00:00,Mujer,No,Medio,6,1,1,1,No Car,POP,Si,,Si
721,Economía,18:30:00,22:00:00,Mujer,No,Medio,10,5,5,1,Car,NO_PREF,Si,Si,
722,Medicina,7:30:00,17:00:00,Hombre,No,Medio,1,1,1,1,No Car,"POP, TECHNO, ELECTRONIC, ROCK, METAL, RAP, TRAP",Si,,Si
723,Medicina,7:30:00,15:00:00,Mujer,No,Medio,10,1,1,1,Car,NO_PREF,Si,Si,
725,Marketing,19:00:00,22:20:00,Mujer,Si,Medio,5,1,7,1,Car,"POP, TECHNO, RAP, REGGAETON, TRAP, FUNK",Si,Si,
726,Diseño Gráfico,18:00:00,21:00:00,Mujer,No,Medio,10,5,1,1,Car,NO_PREF,Si,Si,
728,Economía,18:30:00,21:45:00,Mujer,No,Medio,5,4,5,6,Car,POP,Si,Si,
729,Ingeniería Civil,10:30:00,19:15:00,Mujer,No,Medio,4,7,5,4,Car,NO_PREF,Si,Si,
730,Administración de Empresas,18:00:00,22:30:00,Mujer,No,Medio,10,7,8,1,Car,ROCK,Si,Si,
733,Medicina,8:00:00,16:00:00,Mujer,No,Medio,10,2,1,7,No Car,POP,Si,,Si
734,Ingeniería Informática,9:10:00,18:30:00,Hombre,No,Medio,3,3,1,1,Car,POP,No,No,
736,Medicina,7:30:00,16:00:00,Hombre,No,Medio,1,1,1,1,No Car,"POP, ELECTRONIC, REGGAETON",Si,,Si
738,Análisis de Sistema,18:00:00,21:30:00,Hombre,No,Extrovertido,1,7,5,1,No Car,NO_PREF,Si,,Si
739,Medicina,7:30:00,16:00:00,Mujer,No,Medio,6,6,5,3,No Car,SILENCE,No,,No
740,Marketing,19:00:00,22:30:00,Mujer,No,Extrovertido,1,1,1,1,Car,NO_PREF,Si,Si,
741,Marketing,18:30:00,22:00:00,Mujer,No,Extrovertido,1,5,5,1,Car,NO_PREF,Si,Si,
742,Comercio Internacional,18:30:00,22:00:00,Hombre,No,Extrovertido,2,6,6,5,Car,NO_PREF,Si,Si,
744,Ciencias Contables,18:00:00,22:15:00,Mujer,No,Extrovertido,10,10,5,10,Car,NO_PREF,Si,Si,
745,Ingeniería Industrial,9:00:00,17:00:00,Hombre,No,Extrovertido,5,3,4,1,Car,NO_PREF,Si,Si,
747,Administración de Empresas,8:00:00,12:00:00,Hombre,No,Medio,10,10,1,1,No Car,NO_PREF,Si,Si,
748,Medicina,7:30:00,16:30:00,Hombre,No,Medio,5,3,1,1,Car,NO_PREF,Si,Si,
749,Economía,18:00:00,22:00:00,Hombre,No,Medio,10,1,1,1,Car,NO_PREF,Si,Si,
750,Medicina,6:15:00,18:50:00,Hombre,No,Extrovertido,5,3,1,1,Car,"POP, ROCK, METAL",Si,Si,
751,Comercio Internacional,19:00:00,22:00:00,Hombre,No,Extrovertido,1,1,1,1,Car,METAL,Si,Si,
752,Ingeniería Civil,7:30:00,17:30:00,Hombre,No,Extrovertido,1,3,6,3,Car,"NO_PREF, ROCK",Si,Si,
754,Ingeniería Civil,13:00:00,20:00:00,Mujer,No,Medio,6,1,1,5,Car,NO_PREF,Si,Si,
755,Administración de Empresas,18:30:00,22:00:00,Mujer,No,Medio,10,8,7,7,Car,"POP, ROCK",Si,Si,
756,Medicina,6:00:00,14:00:00,Hombre,No,Medio,1,1,1,1,Car,NO_PREF,Si,Si,
760,Diseño Gráfico,19:00:00,22:00:00,Hombre,No,Extrovertido,5,3,1,1,No Car,NO_PREF,Si,,Si
761,Comercio Internacional,19:00:00,22:00:00,Mujer,No,Medio,6,1,1,1,No Car,NO_PREF,Si,,Si
764,Medicina,7:30:00,15:00:00,Mujer,No,Medio,1,1,1,1,No Car,"NO_PREF, POP, ELECTRONIC, ROCK, REGGAETON, TRAP",Si,,Si
765,Economía,18:30:00,22:30:00,Mujer,No,Medio,9,6,10,1,Car,"NO_PREF, POP, REGGAETON",Si,Si,
766,Ciencias Contables,8:00:00,17:00:00,Hombre,No,Extrovertido,10,1,1,1,Car,NO_PREF,Si,Si,
767,Medicina,7:30:00,16:00:00,Mujer,No,Medio,3,5,10,4,Car,"POP, RAP, REGGAETON",Si,Si,
768,Comercio Internacional,18:00:00,22:30:00,Mujer,No,Medio,8,4,5,7,No Car,NO_PREF,No,,No
769,Ingeniería Electrónica,13:00:00,18:30:00,Hombre,No,Medio,10,1,1,1,No Car,NO_PREF,Si,,Si
770,Ingeniería Informática,8:00:00,18:00:00,Mujer,No,Medio,7,4,4,1,Car,POP,Si,Si,
771,Medicina,7:30:00,16:30:00,Mujer,No,Medio,1,8,1,1,Car,NO_PREF,Si,Si,
773,Ciencias Contables,18:15:00,22:00:00,Mujer,No,Medio,7,5,5,1,Car,NO_PREF,Si,Si,
775,Análisis de Sistema,18:20:00,22:00:00,Hombre,No,Medio,7,5,2,1,No Car,ROCK,Si,,Si
776,Ingeniería Electrónica,8:15:00,13:00:00,Hombre,No,Introvertido,8,1,10,1,No Car,"ROCK, METAL",Si,,Si
777,Análisis de Sistema,18:15:00,21:50:00,Mujer,No,Medio,3,1,1,1,Car,NO_PREF,Si,Si,
779,Medicina,8:00:00,12:00:00,Mujer,No,Medio,1,5,4,1,No Car,REGGAETON,Si,,Si
780,Ingeniería Civil,7:30:00,18:00:00,Hombre,Si,Medio,1,1,1,1,Car,"NO_PREF, POP, TECHNO, ELECTRONIC, ROCK, METAL, RAP, REGGAE, CUMBIA, REGGAETON, TRAP, FUNK, SILENCE",Si,Si,
781,Fonoaudiología,7:30:00,11:00:00,Mujer,No,Medio,3,1,1,1,No Car,NO_PREF,Si,,Si
782,Ingeniería Civil,7:30:00,18:00:00,Hombre,No,Extrovertido,5,2,1,1,Car,"NO_PREF, SILENCE",Si,Si,
